0.191674;0.646432
0.173782;0.633341
0.156783;0.625913
0.1401;0.614481
0.124782;0.606548
0.110246;0.59665
0.0950004;0.58838
0.0822366;0.583988
0.0687999;0.575905
0.0556578;0.568281
0.0409393;0.561259
0.0296777;0.554707
0.0182704;0.548946
0.00666958;0.543459
-0.00570323;0.53622
-0.0161015;0.531756
-0.0291919;0.524188
-0.0401111;0.518701
-0.0492447;0.512891
-0.0600405;0.508467
-0.0695336;0.501704
-0.0804873;0.496772
-0.0900889;0.491309
-0.0984217;0.487157
-0.108554;0.482182
-0.118775;0.476933
-0.12669;0.471786
-0.136659;0.467433
-0.14675;0.461479
-0.156128;0.45707
-0.164721;0.452182
-0.172383;0.447978
-0.183114;0.442076
-0.190343;0.43874
-0.200869;0.43292
-0.208628;0.429234
-0.217021;0.42421
-0.225876;0.419278
-0.235184;0.413841
-0.243168;0.409491
-0.25319;0.403962
-0.260529;0.400462
-0.269551;0.395656
-0.278486;0.390648
-0.288409;0.385568
-0.297261;0.38069
-0.304748;0.376333
-0.313648;0.372551
-0.323291;0.366218
-0.332617;0.362194
-0.340581;0.357137
-0.350261;0.350835
-0.359895;0.345654
-0.126112;0.574432;478.18
