0.800403;0.141133
0.785043;0.155265
0.769982;0.168719
0.754217;0.181507
0.740679;0.196301
0.725114;0.209422
0.710774;0.220701
0.695896;0.232633
0.685978;0.24376
0.672596;0.254824
0.657401;0.266859
0.646134;0.276349
0.63305;0.286831
0.622935;0.299631
0.609426;0.309472
0.598291;0.318955
0.587151;0.3284
0.576584;0.338788
0.566105;0.347973
0.555101;0.357481
0.543841;0.366394
0.533061;0.377167
0.523445;0.385785
0.513788;0.396922
0.502643;0.404994
0.493254;0.41366
0.484095;0.422443
0.471806;0.432804
0.462674;0.440743
0.452226;0.450748
0.442315;0.459784
0.433542;0.468747
0.423237;0.47707
0.413921;0.485175
0.40468;0.494202
0.39406;0.502394
0.383656;0.513194
0.37352;0.521848
0.365194;0.53105
0.354678;0.538728
0.346449;0.549089
0.335769;0.557436
0.335024;0.581377
0.621505;0.42099;408.001
