0.108628;0.809746
0.0914034;0.800297
0.0737645;0.786298
0.0560308;0.773975
0.0383075;0.762789
0.0213605;0.752947
0.00627909;0.742723
-0.0111784;0.731915
-0.0265748;0.721511
-0.0421394;0.711253
-0.0566856;0.700711
-0.0704103;0.691675
-0.0842185;0.682826
-0.0976826;0.673705
-0.109751;0.664751
-0.123922;0.655642
-0.134964;0.648862
-0.147275;0.639511
-0.159519;0.632443
-0.17263;0.623804
-0.184351;0.614962
-0.196609;0.609053
-0.207882;0.600009
-0.218088;0.592646
-0.230322;0.584239
-0.240821;0.577825
-0.250957;0.570765
-0.262753;0.562674
-0.274067;0.556136
-0.285557;0.548916
-0.296124;0.541864
-0.305705;0.53623
-0.317923;0.528786
-0.328262;0.521839
-0.338322;0.513579
-0.349478;0.509089
-0.360745;0.500243
-0.371922;0.493557
-0.382203;0.485639
-0.391938;0.481046
-0.403503;0.472702
-0.414532;0.466745
-0.434089;0.470624
-0.208017;0.708856;123.248
