0.0863624;0.686338
0.0692544;0.667668
0.0528854;0.642828
0.0372949;0.620881
0.0228047;0.601318
0.00942014;0.585424
-0.00356577;0.568489
-0.0175066;0.553223
-0.0282745;0.53951
-0.038159;0.525115
-0.0486143;0.512198
-0.0582833;0.500619
-0.06965;0.488813
-0.0772985;0.476268
-0.0871421;0.465921
-0.0939989;0.455655
-0.101998;0.446241
-0.111421;0.43573
-0.117937;0.427531
-0.125509;0.417022
-0.131755;0.408529
-0.139568;0.399312
-0.146249;0.390513
-0.150894;0.383373
-0.15751;0.374473
-0.165209;0.366483
-0.169193;0.360523
-0.178448;0.353794
-0.188077;0.360092
-0.202617;0.369321
-0.219023;0.381037
-0.236724;0.393246
-0.255082;0.412208
-0.276464;0.426481
-0.0597263;0.644851;321.67
