0.189362;0.504374
0.178039;0.507157
0.166437;0.510819
0.156662;0.514424
0.146741;0.517601
0.135603;0.521405
0.124342;0.526774
0.115502;0.530574
0.104283;0.53493
0.0940429;0.539363
0.0831096;0.542926
0.0711549;0.547395
0.0619254;0.551534
0.0507321;0.555438
0.0394738;0.560111
0.0266223;0.563872
0.0166374;0.570007
0.00547384;0.573474
-0.00726938;0.579454
-0.0205141;0.582889
-0.0319758;0.588632
-0.043822;0.59188
-0.0578511;0.595697
-0.0686577;0.602601
-0.0820344;0.607738
-0.0965544;0.613954
-0.110495;0.619727
-0.124638;0.625707
-0.13911;0.63238
-0.154643;0.636483
-0.169262;0.643615
-0.184257;0.651963
-0.201584;0.658067
-0.217918;0.6639
-0.236105;0.671978
-0.253334;0.679832
-0.273932;0.687162
-0.292329;0.69394
-0.313097;0.703744
-0.333767;0.712719
-0.357309;0.721078
-0.37667;0.72696
-0.403185;0.737769
-0.0733506;0.702698;248.056
