-0.298174;-0.625573
-0.278616;-0.615365
-0.25564;-0.599522
-0.236601;-0.594929
-0.217903;-0.579913
-0.199342;-0.568833
-0.182475;-0.561599
-0.166976;-0.551528
-0.152187;-0.546454
-0.135759;-0.537624
-0.123025;-0.532216
-0.108602;-0.52284
-0.0961417;-0.516376
-0.083817;-0.5094
-0.0712515;-0.503988
-0.060499;-0.498341
-0.0482011;-0.492145
-0.0391841;-0.487678
-0.0282738;-0.481671
-0.0169159;-0.47695
-0.00798014;-0.471933
0.00254026;-0.465743
0.0120676;-0.460842
0.0232697;-0.455907
0.031161;-0.450925
0.0413051;-0.446845
0.0488076;-0.442315
0.0585821;-0.437596
0.0662333;-0.433469
0.0762085;-0.42878
0.0834509;-0.424373
0.0943279;-0.419526
0.101444;-0.415547
0.108749;-0.412144
0.117717;-0.407591
0.125107;-0.404076
0.133714;-0.399992
0.14039;-0.396107
0.150459;-0.391322
0.156337;-0.388472
0.165945;-0.383649
0.0242653;1.12531;297.345
