0.317377;0.340532
0.306651;0.346225
0.299278;0.348673
0.288734;0.353589
0.280753;0.357736
0.271978;0.361953
0.262597;0.366665
0.252862;0.370725
0.246385;0.374463
0.237523;0.378966
0.230203;0.381706
0.221362;0.386324
0.213854;0.390815
0.203976;0.395779
0.197141;0.398391
0.18752;0.403285
0.180434;0.407052
0.171143;0.411586
0.162554;0.415322
0.154971;0.41901
0.146283;0.423709
0.13824;0.42824
0.128819;0.431429
0.12281;0.434996
0.113923;0.440507
0.103297;0.444659
0.0949934;0.449318
0.087317;0.453164
0.0796574;0.456857
0.0702991;0.46092
0.0603306;0.466112
0.0510081;0.470493
0.0418741;0.474155
0.0343736;0.480271
0.022287;0.483236
0.0149333;0.488772
0.00350086;0.493738
-0.00516063;0.497973
-0.0171773;0.503707
-0.0262231;0.508324
-0.0370273;0.513417
-0.0482383;0.518762
-0.0595697;0.525384
-0.0703443;0.529851
-0.082424;0.537467
-0.0955499;0.54189
-0.105874;0.547864
-0.119352;0.554808
-0.132249;0.56164
-0.147656;0.568384
-0.161469;0.575528
-0.176175;0.584789
-0.190195;0.591945
-0.20641;0.599459
-0.223725;0.610018
0.0851807;0.55439;63.6956
